x-axis,1,2
second,Volt,Volt
+2.382500E-06,-72.198488633E-03,-25.741245598E-03
+2.385000E-06,-40.791453794E-03,-5.640743300E-03
+2.387500E-06,-40.791453794E-03,-14.434713055E-03
+2.390000E-06,-60.891956091E-03,-44.585466501E-03
+2.392500E-06,-60.891956091E-03,-45.841747895E-03
+2.395000E-06,-40.791453794E-03,-25.741245598E-03
+2.397500E-06,-30.741202645E-03,-25.741245598E-03
+2.400000E-06,-60.891956091E-03,-25.741245598E-03
+2.402500E-06,-72.198488633E-03,-25.741245598E-03
+2.405000E-06,-40.791453794E-03,-25.741245598E-03
+2.407500E-06,-20.690951496E-03,-5.640743300E-03
+2.410000E-06,-60.891956091E-03,-25.741245598E-03
+2.412500E-06,-70.942207240E-03,-45.841747895E-03
+2.415000E-06,-60.891956091E-03,-25.741245598E-03
+2.417500E-06,-40.791453794E-03,-5.640743300E-03
+2.420000E-06,-40.791453794E-03,-25.741245598E-03
+2.422500E-06,-80.992458388E-03,-45.841747895E-03
+2.425000E-06,-62.148237485E-03,-25.741245598E-03
+2.427500E-06,-31.997484039E-03,-5.640743300E-03
+2.430000E-06,-40.791453794E-03,-25.741245598E-03
+2.432500E-06,-70.942207240E-03,-34.535215353E-03
+2.435000E-06,-62.148237485E-03,-25.741245598E-03
+2.437500E-06,-31.997484039E-03,-15.690994449E-03
+2.440000E-06,-40.791453794E-03,-5.640743300E-03
+2.442500E-06,-60.891956091E-03,-25.741245598E-03
+2.445000E-06,-60.891956091E-03,-25.741245598E-03
+2.447500E-06,-40.791453794E-03,-15.690994449E-03
+2.450000E-06,-20.690951496E-03,-5.640743300E-03
+2.452500E-06,-60.891956091E-03,-34.535215353E-03
+2.455000E-06,-80.992458388E-03,-45.841747895E-03
+2.457500E-06,-52.097986336E-03,-25.741245598E-03
+2.460000E-06,-21.947232890E-03,-25.741245598E-03
+2.462500E-06,-50.841704942E-03,-25.741245598E-03
+2.465000E-06,-80.992458388E-03,-25.741245598E-03
+2.467500E-06,-52.097986336E-03,-25.741245598E-03
+2.470000E-06,-40.791453794E-03,-5.640743300E-03
+2.472500E-06,-40.791453794E-03,-14.434713055E-03
+2.475000E-06,-80.992458388E-03,-44.585466501E-03
+2.477500E-06,-60.891956091E-03,-45.841747895E-03
+2.480000E-06,-21.947232890E-03,-25.741245598E-03
+2.482500E-06,-30.741202645E-03,-5.640743300E-03
+2.485000E-06,-60.891956091E-03,-44.585466501E-03
+2.487500E-06,-80.992458388E-03,-45.841747895E-03
+2.490000E-06,-42.047735187E-03,-25.741245598E-03
+2.492500E-06,-20.690951496E-03,-25.741245598E-03
+2.495000E-06,-60.891956091E-03,-25.741245598E-03
+2.497500E-06,-80.992458388E-03,-25.741245598E-03
